,score,error,parallel_error,note,rhythm,directed_interval
0,-104.54168146066282
1,-138.99055149280116
2,-104.0350459220535
3,-96.59122431053099
4,-106.00296147506016
5,-137.75581257044882
6,-86.30381938853134
7,-127.70320383840014
8,-168.94817958709052
9,-131.20917669531656
10,-106.87851759633357
11,-125.03140438434396
12,-90.7009852415705
13,-143.86374394145804
14,-130.4886740807816
15,-118.40426538466455
16,-207.3504175009619
17,-96.36244682486041
18,-137.2740482972124
19,-109.11670156288024
20,-110.31141511583856
21,-142.7328646479762
22,-108.65713399812124
23,-131.22446792570037
24,-102.04431404058245
25,-90.92974545440934
26,-128.690957380425
27,-106.75837549845865
28,-92.73348719974204
29,-129.1490372259699
30,-100.92347464510128
31,-93.92715305541715
32,-143.1539822342333
33,-132.2993033584234
34,-114.13191975034657
35,-111.4686707315427
36,-139.55368398781224
37,-188.5667405179027
38,-92.11161028206129
39,-113.07906438819272
40,-113.76031894721548
41,-92.36210634357224
42,-101.91928821413923
43,-97.54480345554056
44,-111.41207811432652
45,-107.38500047935871
46,-135.9832238565151
47,-108.9313965048968
48,-119.7751548388885
49,-125.57377784747102
50,-238.92244893479307
51,-112.75278608256001
52,-137.08881736608487
53,-138.68682852207246
54,-164.89832521366554
55,-118.83071307197498
56,-102.54159879640234
57,-109.14314968181226
58,-135.09773452943972
59,-110.133499531927
60,-86.9309529378568
61,-154.69447218976313
62,-130.55879027200126
63,-114.98847143616665
64,-123.6444815650952
65,-107.02814922524259
66,-111.51136125793921
67,-106.75885085738129
68,-150.8985565265745
69,-137.7370952076492
70,-105.96932542135785
71,-145.06667053466225
72,-117.54380962323684
73,-113.54504746123685
74,-100.03215791773657
75,-108.74770772455857
76,-139.80321416259375
77,-125.28574237283006
78,-136.25965633064516
79,-106.99133707206694
80,-125.27515124833762
81,-94.46765610983125
82,-151.3746984156777
83,-144.33077522570858
84,-115.60517422537187
85,-90.62067821552337
86,-127.16984543971203
87,-138.51393952755387
88,-123.80157472252019
89,-105.02995098934805
90,-113.18750737606887
91,-131.40523168743067
92,-123.76351740284214
93,-114.01550981222799
94,-143.67112504141255
95,-136.6567790804569
96,-143.17321737384935
97,-115.89850535475084
98,-114.5163847402291
99,-139.89017761222783
100,-131.32138705214152
101,-124.18305552207731
102,-111.25110573735584
103,-99.3434067290185
104,-110.08754043483383
105,-141.1633789976858
106,-100.74340851544382
107,-113.0647430195714
108,-73.90446037716772
109,-104.17219847181924
110,-119.45831393760629
111,-116.28443711017924
