,score,error,parallel_error,note,rhythm,directed_interval
0,0.5327802136532813,0.014582565252065902,0.3425410716919642,0.032903598206579815,0.014971492533421608,0.12778148596924976
1,1.5256219820473715,0.025804173228915744,1.3575708650144753,0.05185117488672554,0.011013915319209174,0.0793818535980454
2,1.4138309422336939,0.018565595265467263,1.185747986109134,0.0321018084297968,0.018851245416451765,0.15856430701284402
3,1.4893698046507424,0.02976061823896183,1.3069021969508723,0.05109841967652816,0.009873829312179467,0.0917347404722009
4,0.15923007776836262,0.019072649777894246,0.023890998659675068,0.03208359847963676,0.02386081082877924,0.060322020022377326
5,1.0076069657721933,0.014614277044059315,0.8209292551493156,0.07655448733224035,0.014364953353465531,0.08114399289311257
6,0.5625515378963107,0.028119433452759537,0.33580125893876567,0.09184159668130482,0.013836256376844346,0.09295299244663638
7,0.5607051835760536,0.05846783979521231,0.3256254632133487,0.050421200761349434,0.010935497040513857,0.11525518276562939
8,0.7719601094045323,0.0417329740035842,0.5561133663914717,0.06222921544819533,0.017434798296727796,0.09444975526455318
9,0.24095492401821517,0.01919414571639443,0.028179126624232137,0.03794797942530833,0.01893150971694192,0.13670216253533835
